"patch","area_m2","longitude","latitude"
265,572,658746.936135334,5212389.04481779
266,478,659371.393493309,5212389.45119594
267,177,659244.770669411,5212392.21945574
268,29,659444.208810533,5212394.14734341
272,108,659206.397331587,5212390.47434768
274,93,659118.497524508,5212388.14224505
275,20,659153.582352234,5212391.63358907
277,96,658988.686941732,5212385.06702364
278,144,659040.225438705,5212383.71982219
279,55,658647.295271065,5212385.04278159
281,32,659073.432731964,5212387.01491028
282,81,659282.788729069,5212384.70900447
283,2073,658407.064748124,5212350.24266909
284,90,659270.529806517,5212382.02262614
286,935,659133.193960564,5212370.47936976
288,12,658250.966243377,5212381.7337417
289,222,658259.687602862,5212367.90963051
291,131,659000.948654046,5212377.59640091
293,12,659429.052528052,5212381.7337417
297,165,659090.873213875,5212365.82489607
298,15,658755.903225663,5212379.3337787
299,14,659382.049085455,5212379.23378024
300,1310,659196.038515217,5212357.49976419
301,72,659477.431071363,5212375.956053
302,37,658780.937491639,5212375.13924878
305,9,659261.540259221,5212377.73380337
306,177,658971.547268319,5212369.00512439
307,15,658856.110564987,5212375.13384345
308,29,658864.787062535,5212375.07867189
309,9,659087.527514286,5212375.7338342
312,15,659330.145283948,5212375.33384037
314,101,659241.291251403,5212371.61508583
315,192,659303.642301166,5212367.43187887
318,33,658755.927469862,5212370.15816259
319,12,658762.503709091,5212371.23390358
322,25,659073.086456603,5212369.93392363
323,101,659008.214774617,5212365.14983897
324,28,658043.201026363,5212366.12683947
326,12,658998.520995325,5212367.23396525
327,31,659046.524511169,5212365.47592784
328,64,658790.95891819,5212359.62470757
329,882,658897.493187744,5212349.89409654
330,3781,659094.971592958,5212311.94851772
331,156,659232.224009494,5212356.6187443
332,1145,658197.07102964,5212336.58159941
333,1819,658684.177466596,5212313.14491463
335,117,658995.349822893,5212353.68289213
339,50,658857.910696831,5212358.55409908
340,561,659028.214792243,5212343.63628986
342,55,658759.7762366,5212356.40685946
343,59,659290.745788105,5212356.85276938
346,93,658768.676204184,5212352.90622917
349,30,658977.286106719,5212353.26751392
351,200,658233.524965953,5212342.5193463
353,39,658170.768061858,5212348.68296922
354,53,659070.809308689,5212348.79085338
355,25,659083.567224229,5212348.81424924
356,419,659263.000986731,5212338.17116751
357,15,658163.859863585,5212347.13427515
358,48,658279.697514362,5212343.67182853
360,366,658782.046124011,5212329.77552638
362,154,659342.630613975,5212341.17592545
363,18,658861.51096052,5212344.23431986
364,1608,659166.783941027,5212314.85044453
366,808,658257.600392637,5212328.58109585
371,33,658984.004780622,5212338.67379953
373,21,658171.03181744,5212339.16296947
374,219,658872.516332778,5212333.43311652
376,15,658293.069327065,5212337.13442932
378,12,659306.543555325,5212336.2344432
380,111,659233.925624074,5212330.70750138
381,9,658958.518065455,5212334.73446632
384,2466,658484.609065353,5212242.80603774
385,1254,658887.339806008,5212303.33702376
386,74,659143.220782527,5212328.62645238
387,22,659361.502126021,5212330.6436203
388,50,658969.098840405,5212328.95455543
392,44,658809.302591251,5212325.30279355
393,28,659113.850870816,5212326.73458966
394,2143,659306.350820724,5212283.0110454
396,14,658987.020152987,5212324.2346282
398,9,658995.520775584,5212323.73463591
401,14,658355.973934286,5212322.23465904
405,29,658384.062198406,5212319.38987531
406,55,659375.494059901,5212317.29837151
408,180,659241.383227336,5212311.74593186
409,119,659011.463119694,5212313.2894188
410,15,658378.475582338,5212315.73475925
414,3409,659367.109739589,5212269.53834624
415,116,659033.144220833,5212307.10558195
418,179,658240.940369403,5212302.4779804
419,43,658929.236851091,5212308.59533444
421,26,658739.617417482,5212308.23487489
422,42,658826.127416599,5212307.04441705
423,128,658439.112835994,5212303.27401387
424,326,658751.705372193,5212292.40996549
426,759,658703.888085304,5212278.9237326
427,58,659045.455467353,5212296.06264876
430,91,659486.699607347,5212289.63626053
431,21,658974.662105009,5212291.44941939
432,68,658928.471747173,5212287.13225906
433,301,659001.411572483,5212281.97116021
434,84,659178.427029035,5212288.37803817
437,60,659250.639460831,5212286.68520713
438,559,659402.48797062,5212269.5225916
439,9,658980.519676883,5212288.73517553
440,33,659493.254199968,5212284.03827824
441,29,659292.059735889,5212283.01112585
444,9,659068.526122597,5212280.73529887
445,305,658768.01230927,5212266.93879027
446,18,658933.182876537,5212278.7353297
448,38,658904.461474696,5212275.63011442
449,137,659049.079442821,5212274.62590401
450,9,659088.527587533,5212277.73534512
452,57,659068.877025491,5212275.13889392
453,67,658945.143951587,5212271.6906622
454,15,659279.941606961,5212273.13541604
455,30,658878.512205714,5212270.53545612
456,266,658432.490816684,5212261.68672037
457,18,658893.013267792,5212270.73545304
459,15,658301.869971636,5212270.13546229
460,273,658719.617784183,5212256.01406829
464,9,658884.512645195,5212266.73551471
468,15,658155.85927761,5212264.33555171
470,12,658717.500412987,5212263.23556867
474,104,658150.237712033,5212254.37993597
475,9,659050.524804156,5212259.73562263
477,71,658772.983349874,5212254.0596538
478,18,658161.459687792,5212257.23566118
481,975,657712.991969599,5212236.37495716
483,15,658070.853051636,5212256.33567505
485,88,659051.854446995,5212252.24710173
487,14,657718.927276104,5212254.23570743
488,22,658685.270779717,5212253.82662283
489,53,659116.925893879,5212250.15086475
490,31,658424.059566133,5212250.18738275
491,1185,658921.088319829,5212237.11065501
492,399,658089.963223222,5212241.04167526
495,16,658765.503928831,5212248.23579993
496,48,658876.303710628,5212246.27749679
499,9,659205.536157403,5212247.73580764
501,90,659414.629249449,5212245.31362277
504,551,658708.788341147,5212219.94676241
506,9,658070.453022338,5212244.7358539
507,16,658429.979354545,5212244.2358616
508,35,658832.308821714,5212241.65018719
510,120,659290.492379714,5212238.99427575
512,80,658439.767571448,5212237.49846548
513,30,659404.350718857,5212237.73596182
514,52,658844.355857902,5212228.12072545
516,9,658304.470162078,5212229.73608516
519,34,659330.927694194,5212227.08906715
520,19,659067.420778483,5212227.15717755
521,143,659275.289517984,5212221.35859194
522,23,659239.538647792,5212224.73616225
524,352,659298.298633273,5212213.34713329
526,21,658855.939123859,5212221.0219338
527,106,658860.926012016,5212216.86835902
530,9,658263.467158961,5212219.73623933
533,12,658080.953791429,5212218.73625475
534,18,658456.981332208,5212217.23627788
536,9,658070.453022338,5212216.73628559
539,318,658447.593852203,5212194.1894634
540,44,658692.04400307,5212206.41826285
541,9,659456.554542338,5212208.73640892
543,124,657647.849489623,5212200.37363463
544,142,658052.789756824,5212203.93366607
545,3963,658566.494147426,5212170.61612862
547,146,658610.732319171,5212203.16115242
549,3242,658676.251864433,5212153.22461827
550,9,659421.551978701,5212206.73643976
554,15,659359.547437403,5212204.7364706
555,28,659365.9050459,5212205.34360409
560,443,658708.761623962,5212191.35518706
561,63,659322.116124453,5212199.83178431
564,40,658934.516307533,5212195.86160743
568,555,658975.773383312,5212187.20520935
570,335,658904.752933592,5212187.2053976
571,19,658509.59044853,5212193.15770174
572,28,659407.550953247,5212192.23666331
577,12,658930.015977922,5212187.73673269
580,77,658050.191798118,5212179.49010659
581,479,658752.502976624,5212168.1900612
582,21,659315.258479332,5212184.45106906
583,19,659216.642233985,5212182.89470208
584,64,658499.812594229,5212178.20562964
588,9,659584.563917922,5212181.7368252
589,353,659641.525596957,5212176.11651525
590,57,657778.624630877,5212177.64916892
593,12,658520.485983377,5212177.23689458
594,9,659697.572194805,5212177.73688687
596,27,659681.237665108,5212176.51468349
597,21,659487.699680594,5212174.73693312
598,16,657768.930938442,5212174.23694083
601,74,658532.135485251,5212168.25054664
602,18,657793.93276961,5212170.2370025
603,74,658841.874387174,5212167.60190799
604,12,658901.51389039,5212170.2370025
605,54,658463.092890938,5212165.70003541
607,52,659409.435706673,5212167.39089253
608,31,658502.710487926,5212166.76931403
609,23,659666.569924156,5212167.73704104
610,9,659698.572268052,5212168.73702562
612,228,658859.423088303,5212158.7459516
613,12,659708.573000519,5212167.23704875
615,21,659655.997721262,5212166.02278176
620,12,657774.431341299,5212161.23714126
623,12,657767.930865195,5212160.73714896
625,46,659632.306545093,5212159.41108245
626,51,658845.058775146,5212155.58036572
628,9,659651.568825454,5212159.73716438
629,20,657780.431780779,5212158.23718751
630,15,657791.432586494,5212158.7371798
631,39781,659968.833609839,5212032.34207969
633,48,658517.923295682,5212153.57059279
634,9,658995.520775584,5212154.73724147
636,94,659403.305961486,5212148.64159077
640,27,659345.953849197,5212148.70029751
641,315,658877.445460917,5212137.05814896
644,9,658656.495944935,5212147.73734939
652,47,658655.70865323,5212142.29062486
655,9,657820.434710649,5212141.7374419
656,112,658774.290286642,5212136.08574332
657,15,659766.97727813,5212141.13745115
660,74,657830.584102653,5212136.15644686
663,38,658744.081307177,5212135.02701904
665,12,659666.069887532,5212138.73748815
667,35,659342.689059814,5212136.19467021
672,60,658055.88528871,5212134.5375529
673,12,657820.434710649,5212133.23757295
674,66,658717.273123613,5212131.66183966
676,30,658645.961840069,5212130.67094585
679,9,659132.53081039,5212132.73758065
680,9,659339.545972468,5212131.73759607
684,110,659885.676880945,5212129.14672693
686,86,658920.782743528,5212123.97027396
690,49,659686.101966955,5212123.08466826
692,9,658099.455146494,5212120.73776566
693,87,659558.630984076,5212117.89872898
694,12,659084.527294546,5212119.23778879
696,168,659533.685191493,5212114.25572275
697,239,658735.275773457,5212110.39901293
698,3887,658798.179849203,5212081.59970173
704,9,659008.521727792,5212114.73785817
712,296,659499.013733189,5212098.42054218
715,33,658988.035378859,5212107.79857122
717,1530,657833.776210675,5212074.32148783
718,22,658693.998691688,5212105.23800464
723,68,658654.569333239,5212103.47332596
725,9,657799.433172468,5212100.73807401
729,1346,659629.398553829,5212069.37303011
730,12,659713.07333013,5212097.73812027
735,18,659228.037805455,5212092.73819736
736,9,659612.565968831,5212092.73819735
741,230,658746.024241242,5212080.87316289
744,9,658661.496311169,5212085.73830528
748,39,658699.935023909,5212080.6871011
758,56,658354.598833571,5212071.27424256
759,58,659196.587226108,5212070.08337423
760,12,659642.568166234,5212071.23852883
761,9,659297.542896104,5212069.73855196
763,454,658393.498709084,5212059.66602003
764,15,659504.95808748,5212067.13859204
765,45,658328.249681501,5212064.36085709
766,27,659049.932168158,5212065.6645407
769,417,659525.077546669,5212056.27832783
772,498,658336.02468201,5212045.0802976
776,50,659703.71264454,5212057.31874344
786,9,659858.583987532,5212054.73878322
790,30,658946.883880017,5212050.10552132
791,27,659015.077763521,5212050.2944073
794,23,659729.400612919,5212049.73886031
797,9,658437.479903896,5212046.73890656
799,361,659678.975264873,5212039.01603394
801,9,658963.518431688,5212045.73892198
802,18,659333.545532987,5212044.2389451
803,4955,658656.556897937,5212004.92986397
804,320,659169.292877895,5212032.25787982
807,168,658801.488707263,5212038.39379712
808,67,659711.110499802,5212040.17184363
809,12,657670.423723636,5212042.23897594
810,179,658466.163568974,5212036.49884097
811,60,659149.932084883,5212039.5890168
812,22,659255.585277615,5212040.64809137
813,65,658982.765995253,5212037.72366094
814,61,659604.319463206,5212038.37837972
815,57,658861.844318268,5212037.56360942
816,9,659836.582376104,5212039.73901448
818,27,657670.868200635,5212034.85020097
819,2044,659688.985460226,5211976.69546593
820,136,659701.616608671,5212029.91563652
824,15,659042.124188883,5212034.33909774
825,9,659148.531982338,5212034.73909157
828,18,659370.214885368,5212032.9057865
831,185,658363.198787768,5212024.37168385
835,16,658841.009458961,5212030.23916095
839,48,659146.96936789,5212027.17670816
842,701,659133.318314573,5212015.42269894
843,19,659365.126793411,5212026.63395337
845,19,658817.08665419,5212025.63396879
848,9,658303.470088831,5212025.73923033
850,34,659734.163110069,5212024.00396296
851,764,659743.154067316,5212004.23432628
853,28,659980.02145321,5212024.73924574
854,341,658831.109906925,5212013.42563718
857,99,658625.231028786,5212018.2847998
862,34,659234.655937235,5212018.3569912
863,114,658283.951115375,5212016.57270498
867,155,659965.933785464,5212008.42981978
868,447,658166.549546039,5212012.87813108
871,89,659098.887896898,5212014.24502552
872,49,659806.314853146,5212016.16794932
873,9,659984.593216624,5212017.73935367
874,420,658237.622408913,5212012.24896213
876,15,658968.518797922,5212016.73936908
880,31,658370.216912945,5212014.19102128
881,69,659169.794409193,5212011.2756852
883,26,659789.078896883,5212014.73939992
884,42,660018.714763351,5212014.50130835
886,75,658202.689374178,5212012.57943322
888,15,659783.178464727,5212014.13940917
891,25,659998.274218639,5212012.01944185
892,16,659632.067397143,5212012.23943846
894,15,658270.867700987,5212011.33945234
895,84,658912.919487656,5212007.58474832
896,240,658854.872974344,5212001.58543605
897,844,659599.107637153,5211998.08325862
899,16,659643.068202857,5212008.23950013
900,435,658105.903894671,5211999.33963735
901,167,659115.391830556,5212000.09890708
904,95,659312.186073854,5212003.61325567
905,2321,659477.312202253,5211947.96188574
907,80,659546.986165675,5212004.22706199
911,81,659445.973520455,5212002.13465598
918,37,658899.351569856,5212001.55041407
920,1213,658635.517491708,5211976.06233753
923,15,658596.49155013,5212000.73961576
924,12,659170.033557143,5212000.73961576
927,78,658787.71068349,5211995.43200529
928,9,658878.512205714,5211998.7396466
929,68,659142.4433011,5211995.8573381
932,9,660026.596292987,5211998.7396466
933,29,660037.66606927,5211997.15346416
938,563,658911.100738192,5211981.34915095
939,24,659652.943926169,5211993.61472561
940,15,659761.176853299,5211995.1397021
943,61,658338.685782831,5211990.37911976
945,23,658865.511253507,5211991.91366488
948,26,660043.020572847,5211991.8935983
949,42,658765.575362635,5211990.88262488
950,68,659108.837898617,5211989.25449872
951,9,660259.61335948,5211991.73975452
952,19,659162.63827866,5211990.16083149
953,32,659438.209448718,5211989.11479499
954,12,660245.612334026,5211990.23977765
956,44,658752.412060874,5211988.33071617
958,9,660028.59643948,5211989.73978535
959,12,660250.61270026,5211989.23979306
960,31,660255.387243503,5211987.57852836
962,2119,658882.298231003,5211955.41421736
963,60,660230.761246312,5211985.57318293
965,718,658798.809989383,5211970.62169571
966,19,658856.405323418,5211986.16089316
970,47,659165.341724145,5211982.29309165
971,15,659982.193040831,5211985.33985319
974,2825,659234.929106642,5211924.63778022
975,131,659990.196680464,5211975.09115624
976,139,658574.633834133,5211976.3586967
977,74,658691.011986451,5211976.75349909
978,9,659612.565968831,5211981.7399087
979,15,660247.012436571,5211978.33996111
980,37,658362.63658443,5211976.41566646
981,22,659696.799410933,5211974.96728584
982,9,658562.48905974,5211974.74001662
983,112,658598.223819861,5211967.50798526
985,49,659521.191929531,5211970.20947422
986,9,660241.612041039,5211973.74003203
987,12,658701.499241039,5211972.24005516
988,19,658750.081746657,5211971.8453244
989,176,658992.009154752,5211964.99584867
990,1653,659592.838571156,5211933.34924521
991,46,658583.207968526,5211969.7618325
998,30,658392.843301316,5211966.14014921
1000,1057,658774.896291291,5211945.09241317
1002,79,659531.572694999,5211960.75289049
1004,9,659978.592777143,5211965.74015537
1005,19,659346.125401723,5211963.63492467
1007,9,659935.589627532,5211964.74017079
1010,12,659134.530956883,5211959.24025559
1011,155,659177.585723177,5211952.23713775
1012,1271,659310.716166204,5211944.04182744
1016,9,658634.494333507,5211957.74027871
1018,42,659438.624657699,5211955.76411871
1019,510,659519.753288748,5211936.9876575
1023,1040,660323.896913851,5211930.61858149
1025,599,659769.478963861,5211945.52844696
1030,9,660199.608964675,5211952.7403558
1031,2266,658460.063640927,5211919.37635122
1032,95,658813.39164672,5211946.20361448
1033,63,658488.38839441,5211947.58170518
1035,30,660203.109221039,5211947.74043289
1036,9,658478.482907013,5211949.74040205
1037,396,658678.679387863,5211937.33655289
1038,358,659555.849524337,5211927.10387955
1039,1689,659658.787234543,5211916.30456469
1041,9,659523.55944987,5211948.74041747
1044,36,658469.065550606,5211945.74046372
1045,9,659743.575564156,5211947.74043289
1048,136,658823.346400588,5211940.59348426
1049,9,659598.564943377,5211945.74046372
1050,47,660043.193253252,5211943.03837773
1051,9,660059.59871013,5211945.74046373
1053,3335,658589.891666445,5211909.55691364
1055,12,658460.481588571,5211941.2405331
1057,62,658855.026614629,5211939.25669272
1063,23,659364.243433518,5211938.9579596
1068,18,659687.071425714,5211935.7406179
1069,224,660069.255667419,5211929.89249378
1070,66,660304.343908335,5211933.72549745
1072,112,659810.40188718,5211930.9817627
1073,747,659374.086654885,5211920.44634233
1077,30,659545.761075948,5211928.5407289
1080,9,658895.513450909,5211930.74069499
1083,609,660012.183086276,5211918.09392774
1084,15,658809.507151688,5211928.74072582
1086,166,660288.995029507,5211923.90947501
1087,20,658922.015391948,5211926.74075666
1089,322,659502.036134342,5211913.5142525
1091,103,658846.024389368,5211922.7602355
1092,12,658947.51725974,5211926.24076437
1093,411,659427.097397021,5211919.31264734
1094,19,659862.479009651,5211925.89866438
1096,71,658818.3951266,5211920.99436638
1097,9,658937.516527273,5211925.74077207
1099,56,659828.38534717,5211923.34795182
1101,44,658862.306473329,5211921.76356067
1103,23,659852.583548052,5211923.56689255
1108,9,658525.48634961,5211921.74083374
1109,12,658646.495212467,5211921.24084145
1110,18,658825.841681385,5211919.74086458
1111,24,658931.59942723,5211919.65753253
1112,9,659609.565749091,5211920.74084916
1113,112,659622.05773545,5211913.58024528
1114,20,658872.511766234,5211918.2408877
1115,12,658948.017296364,5211918.74088
1116,31,659330.545313247,5211917.74089541
1118,2276,659514.414667615,5211854.20584686
1119,37,658891.729389975,5211915.44363354
1121,72,658937.71098596,5211913.28263082
1123,15,658858.510740779,5211913.74095709
1124,9,658897.513597403,5211914.74094167
1125,110,658907.614337195,5211909.61374799
1126,22,658811.007261558,5211913.10460326
1127,2559,658917.414625125,5211881.30417699
1128,23,658532.312936556,5211910.74100334
1131,21,659860.155531206,5211910.45529346
1132,9,659865.58450026,5211910.74100334
1133,133,658867.067758485,5211899.22238394
1136,28,658859.867983043,5211907.16962983
1137,24,659556.436857857,5211908.49103803
1138,33,660082.145816057,5211907.92286497
1139,12,659371.548316363,5211906.24107272
1140,12,658942.016856883,5211905.74108042
1141,12,659403.050623636,5211905.74108042
1142,9,658832.508836364,5211904.74109584
1143,25,659484.076558088,5211903.66111249
1144,16,659869.084756623,5211904.24110355
1147,12,658923.515501818,5211902.24113438
1148,12,659566.062562857,5211902.74112668
1149,626,659776.167408097,5211888.5097167
1151,15,658929.515941299,5211900.74115751
1153,207,658327.283427156,5211892.26302736
1154,67,658852.450595433,5211897.45762605
1156,24,659063.525756364,5211898.99118449
1158,93,658843.735465069,5211895.0208156
1160,12,659475.555934026,5211898.24119605
1162,30,659613.03266968,5211896.50788944
1164,15,659878.585452468,5211896.74121918
1165,12,659895.086661039,5211897.74120376
1167,9,659467.555348052,5211896.74121918
1171,9,658834.508982857,5211894.74125001
1172,106,659345.772843626,5211889.93000344
1173,17,659904.587356883,5211893.74126543
1174,26,660114.141166434,5211893.89510922
1177,187,659485.588754405,5211884.12644041
1178,204,660102.93031517,5211887.53057687
1179,9,659134.530956883,5211892.74128085
1180,33,659318.999013034,5211891.04433732
1181,56,659633.317488701,5211889.61632903
1182,128,660236.361656494,5211886.47575245
1185,9,659579.563551688,5211891.74129627
1186,643,660177.34294819,5211886.83935007
1188,106,659622.585570605,5211886.02440328
1192,15,658755.103167065,5211889.34133327
1193,129,658964.440979877,5211885.74914059
1194,39,659129.863948398,5211887.58751416
1195,15,659692.97185787,5211889.14133635
1196,21,658857.082064713,5211887.78897625
1198,21,659329.11663718,5211888.16992276
1199,330,659853.019943651,5211879.02028028
1200,40,659051.374866415,5211885.84138723
1202,34,660120.603178182,5211884.47670239
1205,219,659941.370872877,5211874.85114572
1207,15,659043.12426213,5211883.14142886
1210,22,658977.292167769,5211881.83235813
1211,15,659060.525536623,5211882.74143503
1212,78,659410.217815238,5211878.27996535
1213,9,659469.555494545,5211882.74143503
1214,15,658985.120013818,5211881.34145661
1215,12,659072.526415584,5211881.24145815
1216,2100,659728.395880945,5211840.09114021
1218,33,658876.239311972,5211878.77179926
1219,9,659647.568532467,5211880.74146586
1224,12,658991.020445974,5211878.7414967
1226,14,659361.047547273,5211875.24155066
1227,689,658311.049744121,5211862.15394402
1228,9,658914.514842597,5211873.74157378
1229,12,659053.024987273,5211873.74157378
1230,53,658278.75129726,5211870.96803164
1232,18,658976.519383896,5211872.07493281
1233,14,659015.022203896,5211872.24159691
1234,9,659093.527953766,5211872.7415892
1235,9,659655.569118441,5211872.7415892
1238,9,659650.568752208,5211871.74160462
1239,9,659906.587503377,5211870.74162004
1240,84,658248.585116599,5211867.28929231
1241,28,659043.13140551,5211866.70596797
1242,3543,659898.09690127,5211826.53146338
1243,23,658170.895161468,5211866.35038339
1244,84,659660.438522703,5211864.51552555
1245,22,659886.086001818,5211866.24168941
1246,59,659056.745598759,5211862.58920335
1248,52,658889.205296583,5211859.08795356
1249,21,659367.262288163,5211862.74174338
1250,28,659451.911345121,5211861.45604891
1252,38,659697.203746767,5211860.97861267
1253,9,658961.518285195,5211861.74175879
1254,12,658991.020445974,5211860.74177421
1256,12,658897.013560779,5211859.74178963
1257,21,658909.22874115,5211859.45607975
1258,9,658974.519237403,5211859.74178963
1260,1072,660017.631084124,5211828.760924
1261,16,658690.998471948,5211858.24181275
1262,15,659370.948272416,5211858.1418143
1263,19,659035.944788927,5211856.26815897
1264,202,658151.018328993,5211851.06865602
1265,110,659380.767173383,5211851.56918836
1266,85,659668.464180541,5211850.43605075
1267,1414,660220.523509215,5211844.35659543
1269,23,660299.007549113,5211856.30705998
1270,155,658542.674705283,5211851.0838586
1271,12,658957.017955584,5211855.7418513
1272,9,659451.554176104,5211855.7418513
1273,28,658964.875673952,5211853.59902719
1276,12,658894.513377662,5211853.24188984
1278,147,659330.388839201,5211844.22502206
