"patch","area_m2","longitude","latitude"
704,184,658823.421214252,5212221.30686729
707,317,658142.060790649,5212221.33558376
708,21,658364.474556883,5212223.73617766
710,426,658755.672222828,5212207.8303196
712,56,659191.070812226,5212221.03979066
714,126,659029.856623723,5212215.94264703
716,262,658791.29971128,5212206.89674263
717,41,658265.125817029,5212217.05335387
719,72,657819.212398903,5212214.59742967
720,41,658947.51725974,5212216.49238691
722,21,657831.435516364,5212216.73628559
724,124,659211.939852225,5212212.17183983
726,59,657868.573829646,5212208.05845328
727,40,658821.007994026,5212210.43638272
730,552,659083.967470934,5212190.77472933
734,169,659047.530502009,5212200.541269
740,75,658642.53492241,5212204.28314425
741,42,657824.07783462,5212205.14122626
743,34,658383.475948571,5212205.0011724
744,86,658544.74357399,5212204.79460923
749,282,659137.853895296,5212195.26498542
756,76,657844.396991996,5212193.85505941
757,30,659044.891058199,5212196.10327037
763,107,658672.945747872,5212187.07319152
772,92,658808.050523263,5212179.50859868
775,21,657874.438665974,5212182.73680978
777,312,657834.458173644,5212168.70176975
779,21,658935.516380779,5212180.73684062
781,31,659138.53124987,5212177.73688687
782,540,659283.493718975,5212165.55374137
784,541,659187.725241077,5212157.89430925
791,31,658941.51682026,5212170.73699479
795,34,658402.47734026,5212165.23707959
799,51,657812.159594765,5212159.99206241
802,102,658434.538511994,5212157.28622178
806,21,657821.434783896,5212157.73719522
807,1314,659240.490772322,5212143.66283078
808,5344,657569.721737304,5212091.78461924
809,831,657836.502072764,5212142.87581183
810,1126,659123.038108026,5212136.9551
811,74,659155.708183608,5212153.06159163
812,274,657984.957709447,5212145.93810706
817,4992,659513.41647942,5212077.98061238
818,689,658407.873961931,5212134.01477432
819,31,658418.478512208,5212153.73725689
825,39,658129.021414532,5212151.19883449
827,44,658579.990341559,5212151.23729543
838,579,658326.672133604,5212135.20904514
842,150,658157.026029732,5212145.08405697
846,344,658177.90275257,5212132.61548952
850,30,658355.840591186,5212143.37075005
851,167,658778.708488766,5212138.22252603
852,63,658802.220903748,5212141.64220527
853,21,657995.447528831,5212141.7374419
855,33,658623.069254294,5212140.70715475
858,21,659006.521581299,5212139.73747273
861,78,658437.851726,5212134.45550288
862,183,658158.803755563,5212129.36604794
863,26,659619.566481558,5212135.23754211
865,40,658276.768133143,5212131.23760378
867,398,657929.452745533,5212124.49901421
869,65355,659452.420431892,5211906.99866953
872,53,659571.128971664,5212126.94521713
876,128,659157.71234222,5212118.37842704
885,240,659177.717453256,5212111.66290558
886,26,658140.958186234,5212117.73781192
892,2351,659216.015870082,5212084.59115155
893,129,658421.424464408,5212106.74573333
895,21,658147.458662338,5212108.73795068
896,118,658436.149297966,5212104.33123895
900,19850,657770.495990095,5212049.51619371
904,180,658765.692831555,5212103.64358477
905,360,659437.705939618,5212090.91600322
906,30,658923.148808294,5212105.37133591
907,21,659581.563698182,5212105.73799693
908,28,659597.064833506,5212105.23800464
909,81,657950.086181812,5212101.67633115
918,84,657918.477605733,5212097.14289135
921,185,658778.499475238,5212092.74360268
923,62,658925.225304466,5212095.14138611
924,121,659175.261212751,5212095.97781683
925,21,659569.562819221,5212097.73812027
927,43,658087.849645328,5212095.7381511
928,457,658473.850182585,5212076.87848564
931,21,659661.569557922,5212096.73813569
936,21,658096.454926753,5212093.73818194
937,654,658161.653891619,5212080.25673841
938,154,659939.732788126,5212083.28379766
941,246,659565.57065691,5212083.65703655
942,50,658082.553908623,5212088.11826858
948,98,658903.289530644,5212083.68731649
950,33,657992.417003841,5212085.16255658
952,39,657672.295655611,5212083.61013296
955,21,658070.453022338,5212083.73833611
958,307,657614.716060468,5212070.82648306
963,107,659299.141144003,5212077.49544171
964,2018,659830.779176045,5212065.86299228
971,513,659934.453092049,5212065.94523812
973,82,659075.221734944,5212072.36046275
974,21,658460.481588571,5212074.73847487
979,140,659631.224478263,5212069.80283668
983,36,659906.448604314,5212072.34962281
985,32,658975.019274026,5212071.23852883
988,30,658493.11731219,5212069.37189094
989,129,659421.900841462,5212064.44405994
990,51,659887.017442588,5212067.20917919
991,28,657842.936358701,5212067.2385905
995,21,659295.54274961,5212065.73861363
998,47,659582.755274816,5212064.37693249
1001,26,658179.461006234,5212062.23866759
1002,31,658506.484957922,5212062.73865988
1004,234,659567.720803967,5212055.80286937
1005,21,658525.48634961,5212061.7386753
1007,107,658131.756577716,5212056.74809804
1011,26,658225.464375585,5212059.23871384
1015,591,660033.612035256,5212046.25160443
1020,42,659299.043005974,5212053.23880635
1023,133,659455.216098443,5212051.74634815
1025,21,658276.468111169,5212052.73881405
1033,456,659405.373162163,5212037.22370239
1035,180,657610.447108644,5212042.89452139
1043,135,659901.127844244,5212044.25005604
1045,73,658106.154267284,5212042.53349194
1051,57,659542.788928439,5212041.33548109
1053,830,659891.377955673,5212030.83794689
1054,26,659923.088711948,5212042.73896823
1055,65,660191.454521279,5212040.53900215
1060,1048,658422.731686312,5212022.29462695
1061,213,657895.383862001,5212029.2978609
1064,56,660180.964742004,5212034.45338169
1065,130,657878.315873023,5212032.84681305
1074,21,660187.608085715,5212032.7391224
1097,28,657922.942218442,5212023.23926887
1099,26,657860.937677143,5212022.73927658
1104,21,657722.427532468,5212021.739292
1106,350,657866.203777125,5212011.11374153
1115,348,659924.672161256,5212012.36874681
1123,58,657849.781687649,5212012.63598407
1134,21,659650.568752208,5212011.73944617
1135,32850,659925.53945461,5211869.02335124
1138,74,659704.207815942,5212007.02330266
1139,21,657893.440057662,5212008.73949242
1140,464,659443.732482542,5211996.6060588
1142,68,659632.876279916,5212008.03362095
1143,30,657713.793566771,5212006.37286224
1154,104,658739.627033571,5212001.47998896
1155,32,658800.006455844,5212005.23954638
1159,55,658171.787716959,5211999.86690194
1163,56,658156.102152542,5211997.45395213
1168,140,658215.170764523,5211995.06113189
1173,53,658147.798309855,5211994.3623556
1174,36,658233.326062497,5211995.12859116
1177,21,658246.465913766,5211992.7397391
1184,44,658170.5739917,5211987.10346237
1185,21,658654.495798441,5211988.73980077
1187,26,659717.57365974,5211988.23980848
1189,68,658178.872727853,5211983.96046269
1190,42,659484.913762263,5211986.33507594
1191,1963,659495.112638928,5211948.49691638
1193,57,660102.215866557,5211984.59951373
1194,64,658132.098162313,5211983.3805084
1198,21,657980.44643013,5211983.73987786
1201,283,658274.566911852,5211969.27720332
1216,26,659882.085708831,5211979.73993953
1232,21,657921.442108572,5211971.74006287
1235,82,658068.477267875,5211964.38651771
1240,44,657708.494693825,5211962.89929008
1244,21,657726.427825455,5211960.74023246
1245,146,657741.29192782,5211953.68554671
1251,2773,659548.17322521,5211887.47197875
1255,1829,660164.62553858,5211950.1280396
1259,1921,660285.063948139,5211933.2388345
1261,99,660318.112593541,5211953.12418827
1266,21,658060.45228987,5211951.74037122
1267,3272,659637.003272101,5211874.28160213
1277,66,660190.987121078,5211940.28600236
1278,37,658004.313043019,5211939.6594764
1279,21,658025.449726234,5211940.74054081
1281,21,657734.428411429,5211939.74055623
1285,145,658014.745493965,5211934.84408
1289,21,657995.447528831,5211937.74058706
1294,21,658060.45228987,5211936.74060248
1302,93,657742.203174412,5211928.57943799
1303,21,657752.42972987,5211933.74064873
1311,21,657762.430462338,5211930.74069499
1322,91,660344.289890978,5211923.74080291
1323,46119,657651.11785812,5211628.00453984
1325,21,659917.588309091,5211926.74075666
1329,71,659228.467414384,5211920.61409055
1333,61,660321.601506136,5211920.31462622
1336,21,658053.451777143,5211919.74086458
1337,21,658180.461079481,5211919.74086458
1346,21,657801.433318961,5211914.74094167
1349,30,659897.220150632,5211914.37428065
1355,72,658166.529503557,5211909.21324911
1358,75,660132.457379733,5211906.88772941
1359,54,660342.693518461,5211908.53733361
1360,45,658179.527677784,5211906.89661816
1361,42,660321.975069796,5211908.14580525
1363,26,660149.105265714,5211907.74104959
1381,30,659120.896624952,5211895.37457358
1385,30,658365.107936606,5211893.37460442
1389,21,660019.59578026,5211893.74126543
1394,218,659731.372835548,5211881.82401798
1400,40,660096.326400117,5211883.46642385
1401,86,658071.767072069,5211880.53216676
1404,26,660222.110612727,5211882.74143503
1406,21,659815.580837922,5211881.74145044
1407,669,660314.290009814,5211858.9450904
1412,97,659818.477957328,5211870.7725474
1413,4741,660012.494226596,5211777.99152082
1415,308,660339.40167082,5211861.5404632
1419,59,658362.677815118,5211869.96197104
1423,138,658615.652373785,5211862.33595253
1425,30,659805.946798978,5211865.10837356
1426,21,658674.497263377,5211864.74171254
1428,30,659569.196125697,5211861.10843522
1445,1004,659131.370366831,5211820.35594269
1447,73,658182.584522676,5211850.18029321
1449,26,659914.088052727,5211851.74191297
1454,73,659430.11424965,5211846.37213274
1455,149,658355.950442632,5211843.39975971
1456,81,659559.031183671,5211845.19880397
1459,48,658366.849730844,5211844.36702667
1462,26,658633.994296883,5211842.74205173
1463,991,658933.473849748,5211823.0339802
1467,323,660332.578455867,5211833.47903665
1470,84,658642.685409623,5211837.63498761
1476,2130,660221.942055781,5211803.65579989
1477,122,658366.655044454,5211828.44719015
1478,48,659817.560149556,5211832.97136903
1480,47,659116.97647968,5211831.10393329
1487,26,658176.460786494,5211830.24224444
1488,50,658736.501804675,5211828.86226572
1491,21,660005.594754805,5211827.74228299
1492,45,660302.105360542,5211827.2978454
1493,56,660314.117351428,5211826.26016298
1495,21,658097.455,5211824.74232924
1504,687,659558.793471507,5211804.85035063
1506,21,660290.61563013,5211817.74243716
1507,21,660210.60977039,5211816.74245258
1509,119,658375.130799546,5211811.2215293
1510,50,658206.502986826,5211810.90254262
1513,21,660326.618267013,5211812.74251425
1515,436,658161.012407327,5211802.29772116
1527,21,659407.550953247,5211808.74257592
1537,366,659526.884830037,5211795.09251315
1542,46,660301.812102349,5211801.85137782
1544,648,658892.60891719,5211787.86635457
1545,169,659650.391224413,5211795.57709843
1546,21,658919.515208831,5211798.7427301
1547,21,658486.483492987,5211794.74279177
1548,104,660315.78093481,5211792.65628547
1553,110,658208.163108415,5211786.38837511
1556,98,659793.660865126,5211784.83478126
1562,31,659669.570143896,5211785.74293052
1565,587,659642.448907073,5211774.63407283
1566,57,658423.601694454,5211783.65524341
1568,89,658236.757337528,5211779.51830739
1569,59,658384.374319454,5211780.52267203
1570,32,660288.115447013,5211782.24298448
1574,59,658395.307323592,5211776.55663147
1575,56,659545.828938061,5211773.83239987
1576,384,658412.01189275,5211759.69385297
1578,60,658005.781619048,5211768.94318954
1579,36,659442.05348026,5211770.2431695
1580,5219,660244.889537267,5211716.50908705
1581,39,659452.55424935,5211769.7431772
1583,121,659968.451538516,5211766.79280947
1584,30,658422.112111671,5211768.10986905
1586,1718,659562.21594818,5211733.83395203
1588,36,660192.108415325,5211768.24320033
1589,21,658031.450165715,5211767.74320804
1590,1906,659060.602142446,5211730.78679987
1592,133,659468.532863255,5211763.25455544
1593,21,660269.614091948,5211765.74323887
1594,26,659789.078896883,5211764.74325429
1595,21,659631.567360519,5211762.74328513
1596,40,658057.727090273,5211760.04332675
1598,21,659762.576955844,5211761.74330054
1599,30,660244.245567255,5211761.37663953
1602,40,658029.950055844,5211757.74336221
1604,36,660193.108488571,5211759.74333138
1606,81,659793.344641411,5211753.69404193
1608,768,658858.15785035,5211743.82691011
1614,38,659382.496486644,5211755.58550075
1616,21,660150.605375584,5211756.74337763
1618,21,660270.614165195,5211756.74337763
1621,165,658275.989288221,5211747.48897486
1624,1204,659452.135614037,5211731.01204677
1625,129,658490.716361148,5211749.07682917
1629,21,659611.565895584,5211751.74345472
1631,51,659494.557325714,5211747.74351639
1632,834,659657.288668844,5211727.44646721
1633,26,660257.113176364,5211750.74347014
1637,26,657909.941266234,5211745.74354722
1652,21,660300.616362597,5211736.74368598
1653,21,658387.476241559,5211735.7437014
1655,38,659612.565968831,5211734.24372452
1660,76,658688.669353991,5211733.3095284
1661,79,659792.996905362,5211730.85770078
1672,21,658400.477193766,5211731.74376307
1675,976,659830.146453908,5211714.66923124
1680,50,660128.483755366,5211728.74380932
1682,21,658625.493674286,5211728.74380932
1688,51,659935.334706901,5211726.66540999
1693,21,659947.590506493,5211725.74385557
1698,26,659561.062196623,5211721.74391724
1701,98,658635.20867154,5211717.4888808
1706,141,658652.914122313,5211711.53130874
1707,36,659996.094058961,5211716.24400204
1709,43,660138.139346276,5211713.67427422
1711,21,660147.605155844,5211711.74407142
1715,3375,658253.322712265,5211655.29071958
1716,17588,659455.272665416,5211533.7049128
1717,3795,659580.780241592,5211632.49074787
1719,700,659857.34961141,5211692.59150956
1720,21,658607.492355844,5211705.74416392
1721,34,658618.75788683,5211704.74417934
1722,151,658197.720621739,5211698.09527523
1723,215,659443.697786737,5211698.21869855
1724,57,660141.095907168,5211702.16527173
1725,26,658113.956208571,5211703.74419476
1726,223,658638.449780159,5211694.21967793
1729,157,658612.301625279,5211690.62974727
1730,44,658627.857483778,5211696.67612191
1731,40,660033.596805715,5211696.24431039
1733,109,659430.479238051,5211693.1938987
1736,107,658032.618475582,5211689.8004845
1738,21,660133.60413039,5211694.74433351
1740,61,659484.605777177,5211693.07222815
1742,59,657964.869018032,5211689.71051282
1744,159,660291.86729413,5211684.58725741
1745,34,658600.99187974,5211687.74444144
1751,49,658643.658269992,5211684.09143653
1752,521,659398.696178032,5211674.33773835
1755,79,659842.92461277,5211683.06096934
1760,133,657959.317063037,5211675.49650997
1762,21,658081.453828052,5211680.74454936
1765,31,659695.572048312,5211678.74458019
1768,21,660125.603544416,5211678.74458019
1769,28,660136.104313507,5211677.24460332
1772,287,659780.815225438,5211669.18723626
1775,75,658662.309704076,5211673.67799164
1776,26,659342.046155585,5211674.74464186
1777,43,659601.030240217,5211674.00046729
1778,21,659609.565749091,5211674.74464187
1786,41,659763.333108787,5211667.74474979
1787,61,659835.910195725,5211664.74479604
1790,21,660285.615263896,5211666.7447652
1795,21,658112.456098701,5211664.74479604
1797,39,659820.81199029,5211663.28328011
1799,32,658646.995249091,5211662.74482687
1800,283,659867.899157421,5211651.70259429
1801,33,660291.646008627,5211662.16907817
1804,229,658632.118613654,5211654.29517549
1805,444,660234.701625001,5211647.13470719
1808,247,660182.093511779,5211654.58705791
1809,35,657972.445844156,5211657.74490396
1811,21,658664.496530909,5211658.74488855
1814,55,660207.609550649,5211656.74491938
1818,629,659811.157620478,5211644.73874519
1819,21,660220.610502857,5211655.7449348
1822,21,658551.488254026,5211654.74495021
1824,56,658673.997226753,5211653.51282635
1825,26,658333.472286234,5211653.24497334
1826,21,658544.487741299,5211653.74496563
1827,50,659258.54003948,5211653.24497334
1830,101,658063.185163297,5211648.85395193
1831,303,659370.941011158,5211644.08174828
1832,78,659592.013181465,5211650.06553518
1833,21,658612.492722078,5211651.74499647
1834,28,660313.117278182,5211651.24500417
1839,21,657972.445844156,5211647.74505814
1840,101,658663.625179961,5211643.80452483
1841,415,659393.20050461,5211638.13556774
1845,230,658336.733394647,5211637.07565741
1849,34,657980.44643013,5211643.24512752
1850,54,658638.568705993,5211641.61552301
1851,87,657999.942110894,5211639.38886513
1852,21,660147.605155844,5211642.74513522
1855,104,658666.823624425,5211634.81256522
1856,344,658043.922009402,5211634.2656148
1859,231,660212.596928919,5211634.48985125
1863,31,660161.606181299,5211636.74522773
1868,21,657959.444891948,5211633.74527398
1869,100,659210.326508254,5211629.56533843
1873,47,658194.057820006,5211629.87299326
1874,99,659577.765440194,5211627.52314769
1881,42,660248.612553766,5211626.24538961
1882,68,658836.347352796,5211624.30424307
1883,26,658202.462690909,5211625.24540503
1884,48,658219.234752651,5211624.07875635
1886,18528,658260.666489674,5211520.96943286
1888,26,658792.00586987,5211624.74541274
1889,69,658654.205922138,5211621.65850381
1891,26,659334.545606234,5211622.24545128
1892,21,658382.475875325,5211621.74545899
1899,1742,659816.888626014,5211577.39080415
1901,137,659395.790967842,5211616.34408241
1902,21,659791.57908,5211619.74548983
1906,21,658118.456538182,5211617.74552066
1907,2446,658113.840909858,5211551.78782948
1909,21,660154.605668571,5211617.74552066
1910,30,658779.87164781,5211616.37887507
1911,26,659206.536230649,5211616.24554379
1912,21,660085.600614545,5211616.74553608
1916,57,660091.65368946,5211611.97367983
1919,47,659664.356996121,5211611.68178436
1922,26,660256.113103117,5211611.74561316
1928,21,658108.455805714,5211606.74569025
1930,31,658368.47484987,5211605.74570567
1931,30,658659.129471152,5211606.11236668
1932,998,659133.850546327,5211594.90519144
1936,39,659522.687591142,5211604.87392424
1939,104,658532.179147492,5211601.14000745
1943,187,658064.174487623,5211595.99184536
1944,26,658091.954597143,5211601.74576734
1946,26,658084.954084416,5211600.74578276
1953,21,658761.503635844,5211597.74582901
1956,70,659993.29385387,5211592.86019005
1957,40,658386.201148169,5211592.04591689
1959,42,660314.260219035,5211591.50782995
1960,128,658080.578763961,5211587.96472981
1961,54,658043.39548505,5211590.33853581
1962,21,658115.456318442,5211590.74593693
1963,43,658409.80345823,5211588.6762014
1964,94,658757.109697005,5211587.85236453
1966,21,658536.487155325,5211589.74595235
1967,21,658032.450238961,5211588.74596777
1969,21,658735.501731429,5211588.74596777
1972,32,660129.603837403,5211585.24602173
1974,59,658798.387693216,5211583.30537368
1976,64,658475.654574862,5211580.65234255
1979,32,658399.977157143,5211581.2460834
1980,3571,658842.939731953,5211528.60911841
1981,21,658770.504295065,5211580.74609111
1983,92,659145.988317775,5211576.44180964
1984,36,659528.420917042,5211580.13498942
1985,140,659839.639742887,5211578.28184339
1986,661,658175.580237886,5211556.87656503
1990,32,658787.50554026,5211578.24612965
1991,21,659656.569191689,5211578.74612194
1993,178,658738.226650107,5211571.0439935
1994,35,659727.40295108,5211576.43187191
1995,142,658723.416339235,5211570.98567821
1996,26,659666.569924156,5211575.2461759
1997,21,658065.452656104,5211572.74621445
1998,114,658395.9944093,5211568.54452484
2000,33,658526.516728107,5211569.32202482
2008,21,659103.528686234,5211567.74629153
2011,51,657903.44079013,5211562.74636862
2013,55,659855.311020543,5211563.54635629
2014,35,658066.138420616,5211562.57494269
2015,21,659535.560328831,5211563.74635321
2021,21,659511.558570909,5211558.74643029
